tarea_id,orden_id,taller_id,tarifa_hora_base,catalogo_tarea_id,nombre_tarea,minutos_estimados_base,subgrupo_id,subgrupo_nombre,tipo_reparacion_id,tipo_reparacion_nombre,marca,modelo,anio,kilometraje,duracion_real_minutos,horas_reales,coste_mano_obra,coste_repuestos,coste_total
11240,2353,4,55.00,222,"Sustitución de muelles / ballestas",135,22,"Sustitución de muelles / ballestas",4,"Suspensión / Dirección",Peugeot,208,2015,56291,154,2.5667,141.17,104.1,245.27
11241,2354,4,55.00,213,"Limpieza de inyectores",90,13,"Limpieza de inyectores",2,Motor,Seat,Toledo,2018,271170,111,1.85,101.75,63.31,165.06
11242,2355,4,55.00,260,"Reparación manguitos y abrazaderas",90,60,"Reparación manguitos y abrazaderas",11,"Sistema de refrigeración",Fiat,Tipo,2008,75058,115,1.9167,105.42,83.08,188.5
11243,2355,4,55.00,212,"Reparación de culata / juntas",600,12,"Reparación de culata / juntas",2,Motor,Fiat,Tipo,2008,75058,540,9,495,173.87,668.87
11244,2356,4,55.00,217,"Cambio de aceite de caja de cambios manual",45,17,"Cambio de aceite de caja de cambios manual",3,"Transmisión / Embrague",Renault,Kadjar,2023,267370,45,0.75,41.25,41.83,83.08
11245,2356,4,55.00,237,"Comprobación de fugas y presión",45,37,"Comprobación de fugas y presión",6,"Aire acondicionado / climatización",Renault,Kadjar,2023,267370,53,0.8833,48.58,0,48.58
11246,2357,4,55.00,258,"Sustitución de termostato",45,58,"Sustitución de termostato",11,"Sistema de refrigeración",Ford,Focus,2022,173606,52,0.8667,47.67,37.78,85.45
11247,2358,4,55.00,227,"Sustitución de batería",22,27,"Sustitución de batería",5,"Sistema eléctrico",Volkswagen,Golf,2020,65707,19,0.3167,17.42,129.28,146.7
11248,2358,4,55.00,248,"Montaje / equilibrado",37,48,"Montaje / equilibrado",9,"Neumáticos / ruedas",Volkswagen,Golf,2020,65707,37,0.6167,33.92,7.58,41.5
11249,2359,4,55.00,260,"Reparación manguitos y abrazaderas",90,60,"Reparación manguitos y abrazaderas",11,"Sistema de refrigeración",Peugeot,5008,2022,88495,114,1.9,104.5,83,187.5
11250,2360,4,55.00,229,"Sustitución de luces",30,29,"Sustitución de luces",5,"Sistema eléctrico",Kia,Ceed,2024,271131,35,0.5833,32.08,40.08,72.16
11251,2361,4,55.00,240,"Sustitución de sondas lambda",45,40,"Sustitución de sondas lambda",7,Escape,Volkswagen,Passat,2008,135646,34,0.5667,31.17,91.32,122.49
11252,2362,4,55.00,218,"Cambio de aceite de caja automática",90,18,"Cambio de aceite de caja automática",3,"Transmisión / Embrague",Nissan,Juke,2017,224186,134,2.2333,122.83,129.5,252.33
11253,2362,4,55.00,230,"Diagnóstico electrónico de averías",60,30,"Diagnóstico electrónico de averías",5,"Sistema eléctrico",Nissan,Juke,2017,224186,84,1.4,77,0,77
11254,2363,4,55.00,202,"Cambio de discos",75,2,"Cambio de discos",1,Frenos,Peugeot,208,2015,56291,101,1.6833,92.58,221.93,314.51
11255,2364,4,55.00,202,"Cambio de discos",75,2,"Cambio de discos",1,Frenos,Volkswagen,Passat,2008,135646,91,1.5167,83.42,177.41,260.83
11256,2364,4,55.00,217,"Cambio de aceite de caja de cambios manual",45,17,"Cambio de aceite de caja de cambios manual",3,"Transmisión / Embrague",Volkswagen,Passat,2008,135646,62,1.0333,56.83,36.22,93.05
11257,2365,4,55.00,248,"Montaje / equilibrado",37,48,"Montaje / equilibrado",9,"Neumáticos / ruedas",Peugeot,2008,2020,255570,37,0.6167,33.92,8.31,42.23
11258,2366,4,55.00,258,"Sustitución de termostato",45,58,"Sustitución de termostato",11,"Sistema de refrigeración",Volkswagen,T-Roc,2010,138314,31,0.5167,28.42,41.12,69.54
11259,2366,4,55.00,223,"Cambio de brazos / bieletas",90,23,"Cambio de brazos / bieletas",4,"Suspensión / Dirección",Volkswagen,T-Roc,2010,138314,88,1.4667,80.67,77.14,157.81
11260,2367,4,55.00,230,"Diagnóstico electrónico de averías",60,30,"Diagnóstico electrónico de averías",5,"Sistema eléctrico",Peugeot,2008,2021,114829,42,0.7,38.5,0,38.5
11261,2368,4,55.00,212,"Reparación de culata / juntas",600,12,"Reparación de culata / juntas",2,Motor,Renault,Megane,2017,129137,552,9.2,506,154.85,660.85
11262,2368,4,55.00,239,"Sustitución de catalizador",120,39,"Sustitución de catalizador",7,Escape,Renault,Megane,2017,129137,98,1.6333,89.83,376.59,466.42
11263,2369,4,55.00,219,"Reparación de diferencial",300,19,"Reparación de diferencial",3,"Transmisión / Embrague",Hyundai,i20,2021,180868,263,4.3833,241.08,107.47,348.55
11264,2370,4,55.00,243,"Sustitución de puertas, paragolpes, capó",270,43,"Sustitución de puertas, paragolpes, capó",8,"Carrocería / pintura",Renault,Megane,2023,101574,232,3.8667,212.67,454.48,667.15
11265,2371,4,55.00,224,"Sustitución de rótulas",90,24,"Sustitución de rótulas",4,"Suspensión / Dirección",Seat,Toledo,2018,271170,85,1.4167,77.92,54.07,131.99
11266,2371,4,55.00,256,"Sustitución de radiador",135,56,"Sustitución de radiador",11,"Sistema de refrigeración",Seat,Toledo,2018,271170,151,2.5167,138.42,206.52,344.94
11267,2372,4,55.00,227,"Sustitución de batería",22,27,"Sustitución de batería",5,"Sistema eléctrico",Peugeot,2008,2021,114829,34,0.5667,31.17,139.77,170.94
11268,2373,4,55.00,208,"Sustitución de correas (distribución, accesorios)",240,8,"Sustitución de correas (distribución, accesorios)",2,Motor,Seat,Toledo,2023,278638,202,3.3667,185.17,262.42,447.59
11269,2373,4,55.00,231,"Sustitución de fusibles y relés",22,31,"Sustitución de fusibles y relés",5,"Sistema eléctrico",Seat,Toledo,2023,278638,15,0.25,13.75,6.29,20.04
11270,2373,4,55.00,255,"Reparación depósito y conductos",180,55,"Reparación depósito y conductos",10,"Sistema de combustible",Seat,Toledo,2023,278638,262,4.3667,240.17,87.5,327.67
11271,2374,4,55.00,263,"Cambio de limpiaparabrisas",15,63,"Cambio de limpiaparabrisas",12,"Mantenimiento general / Otros",Seat,Ibiza,2012,98876,18,0.3,16.5,24.65,41.15
11272,2374,4,55.00,205,"Cambio de zapatas / tambores",75,5,"Cambio de zapatas / tambores",1,Frenos,Seat,Ibiza,2012,98876,71,1.1833,65.08,54.88,119.96
11273,2375,4,55.00,258,"Sustitución de termostato",45,58,"Sustitución de termostato",11,"Sistema de refrigeración",Kia,Ceed,2024,271131,49,0.8167,44.92,46.11,91.03
11274,2376,4,55.00,233,"Recarga gas A/C",45,33,"Recarga gas A/C",6,"Aire acondicionado / climatización",Nissan,Micra,2009,134484,52,0.8667,47.67,41.26,88.93
11275,2377,4,55.00,205,"Cambio de zapatas / tambores",75,5,"Cambio de zapatas / tambores",1,Frenos,Toyota,C-HR,2011,41522,84,1.4,77,54.25,131.25
11276,2378,4,55.00,206,"Comprobación y ajuste de frenos de mano",30,6,"Comprobación y ajuste de frenos de mano",1,Frenos,Hyundai,i30,2015,100669,34,0.5667,31.17,22.67,53.84
11277,2378,4,55.00,234,"Sustitución de compresor",240,34,"Sustitución de compresor",6,"Aire acondicionado / climatización",Hyundai,i30,2015,100669,270,4.5,247.5,420.84,668.34
11278,2379,4,55.00,232,"Reparación de centralitas y módulos",210,32,"Reparación de centralitas y módulos",5,"Sistema eléctrico",Hyundai,i20,2021,180868,184,3.0667,168.67,373.73,542.4
11279,2380,4,55.00,254,"Sustitución de filtro de combustible",35,11,"Sustitución de filtro de combustible",2,Motor,Renault,Captur,2022,180767,44,0.7333,40.33,49.34,89.67
11280,2381,4,55.00,215,"Cambio de embrague",300,15,"Cambio de embrague",3,"Transmisión / Embrague",Nissan,Note,2021,224400,328,5.4667,300.67,259.06,559.73
11281,2381,4,55.00,206,"Comprobación y ajuste de frenos de mano",30,6,"Comprobación y ajuste de frenos de mano",1,Frenos,Nissan,Note,2021,224400,24,0.4,22,28.25,50.25
11282,2381,4,55.00,257,"Sustitución de bomba de agua",150,57,"Sustitución de bomba de agua",11,"Sistema de refrigeración",Nissan,Note,2021,224400,146,2.4333,133.83,79.33,213.16
11283,2382,4,55.00,241,"Reparación de tubos y soportes",90,41,"Reparación de tubos y soportes",7,Escape,Seat,Ibiza,2012,98876,62,1.0333,56.83,54.32,111.15
11284,2383,4,55.00,249,"Reparación de pinchazos",30,49,"Reparación de pinchazos",9,"Neumáticos / ruedas",Opel,Crossland,2022,164552,28,0.4667,25.67,9.92,35.59
11285,2384,4,55.00,219,"Reparación de diferencial",300,19,"Reparación de diferencial",3,"Transmisión / Embrague",Peugeot,5008,2022,88495,344,5.7333,315.33,101.11,416.44
11286,2385,4,55.00,217,"Cambio de aceite de caja de cambios manual",45,17,"Cambio de aceite de caja de cambios manual",3,"Transmisión / Embrague",Peugeot,5008,2022,88495,51,0.85,46.75,42.92,89.67
11287,2385,4,55.00,214,"Diagnóstico electrónico del motor",60,14,"Diagnóstico electrónico del motor",2,Motor,Peugeot,5008,2022,88495,39,0.65,35.75,0,35.75
11288,2386,4,55.00,242,"Reparacion de abolladuras",210,42,"Reparación de abolladuras",8,"Carrocería / pintura",Peugeot,2008,2021,114829,243,4.05,222.75,46.87,269.62
11289,2387,4,55.00,212,"Reparación de culata / juntas",600,12,"Reparación de culata / juntas",2,Motor,Nissan,Juke,2017,224186,640,10.6667,586.67,142.21,728.88
11290,2387,4,55.00,241,"Reparación de tubos y soportes",90,41,"Reparación de tubos y soportes",7,Escape,Nissan,Juke,2017,224186,101,1.6833,92.58,60.02,152.6
11291,2388,4,55.00,258,"Sustitución de termostato",45,58,"Sustitución de termostato",11,"Sistema de refrigeración",Hyundai,i30,2015,100669,39,0.65,35.75,45.13,80.88
11292,2389,4,55.00,233,"Recarga gas A/C",45,33,"Recarga gas A/C",6,"Aire acondicionado / climatización",Seat,Ibiza,2012,98876,25,0.4167,22.92,43.68,66.6
11293,2390,4,55.00,203,"Sustitución de líquido de frenos",35,3,"Sustitución de líquido de frenos",1,Frenos,Opel,Astra,2022,16701,40,0.6667,36.67,15.52,52.19
11294,2390,4,55.00,255,"Reparación depósito y conductos",180,55,"Reparación depósito y conductos",10,"Sistema de combustible",Opel,Astra,2022,16701,257,4.2833,235.58,104.26,339.84
11295,2391,4,55.00,208,"Sustitución de correas (distribución, accesorios)",240,8,"Sustitución de correas (distribución, accesorios)",2,Motor,Peugeot,5008,2022,88495,327,5.45,299.75,264.28,564.03
11296,2392,4,55.00,263,"Cambio de limpiaparabrisas",15,63,"Cambio de limpiaparabrisas",12,"Mantenimiento general / Otros",Volkswagen,T-Roc,2010,138314,12,0.2,11,19.51,30.51
11297,2393,4,55.00,248,"Montaje / equilibrado",37,48,"Montaje / equilibrado",9,"Neumáticos / ruedas",Renault,Megane,2023,101574,34,0.5667,31.17,8.58,39.75
11298,2394,4,55.00,255,"Reparación depósito y conductos",180,55,"Reparación depósito y conductos",10,"Sistema de combustible",Volkswagen,Golf,2020,65707,202,3.3667,185.17,102.71,287.88
11299,2395,4,55.00,230,"Diagnóstico electrónico de averías",60,30,"Diagnóstico electrónico de averías",5,"Sistema eléctrico",Seat,Toledo,2023,278638,80,1.3333,73.33,0,73.33
11300,2396,4,55.00,246,"Sustitución de lunas",90,46,"Sustitución de lunas",8,"Carrocería / pintura",Fiat,500,2020,56313,106,1.7667,97.17,215.76,312.93
11301,2396,4,55.00,245,"Pulido y retoque de pintura",120,45,"Pulido y retoque de pintura",8,"Carrocería / pintura",Fiat,500,2020,56313,85,1.4167,77.92,27.16,105.08
11302,2397,4,55.00,217,"Cambio de aceite de caja de cambios manual",45,17,"Cambio de aceite de caja de cambios manual",3,"Transmisión / Embrague",Renault,Kadjar,2023,267370,49,0.8167,44.92,42.42,87.34
11303,2397,4,55.00,244,"Pintura parcial / completa",480,44,"Pintura parcial / completa",8,"Carrocería / pintura",Renault,Kadjar,2023,267370,505,8.4167,462.92,174.03,636.95
11304,2398,4,55.00,252,"Sustitución de bomba de combustible",135,52,"Sustitución de bomba de combustible",10,"Sistema de combustible",Renault,Kadjar,2023,267370,117,1.95,107.25,180.93,288.18
11305,2399,4,55.00,233,"Recarga gas A/C",45,33,"Recarga gas A/C",6,"Aire acondicionado / climatización",Volkswagen,Golf,2020,65707,46,0.7667,42.17,41.63,83.8
11306,2399,4,55.00,259,"Cambio de líquido refrigerante",35,59,"Cambio de líquido refrigerante",11,"Sistema de refrigeración",Volkswagen,Golf,2020,65707,35,0.5833,32.08,22.09,54.17
11307,2399,4,55.00,215,"Cambio de embrague",300,15,"Cambio de embrague",3,"Transmisión / Embrague",Volkswagen,Golf,2020,65707,278,4.6333,254.83,316.4,571.23
11308,2400,4,55.00,206,"Comprobación y ajuste de frenos de mano",30,6,"Comprobación y ajuste de frenos de mano",1,Frenos,Peugeot,2008,2021,114829,40,0.6667,36.67,25.26,61.93
11309,2400,4,55.00,227,"Sustitución de batería",22,27,"Sustitución de batería",5,"Sistema eléctrico",Peugeot,2008,2021,114829,21,0.35,19.25,131.77,151.02
11310,2401,4,55.00,217,"Cambio de aceite de caja de cambios manual",45,17,"Cambio de aceite de caja de cambios manual",3,"Transmisión / Embrague",Renault,Captur,2022,180767,66,1.1,60.5,36.52,97.02
11311,2401,4,55.00,240,"Sustitución de sondas lambda",45,40,"Sustitución de sondas lambda",7,Escape,Renault,Captur,2022,180767,36,0.6,33,115.84,148.84
11312,2402,4,55.00,203,"Sustitución de líquido de frenos",35,3,"Sustitución de líquido de frenos",1,Frenos,Seat,Ibiza,2012,98876,38,0.6333,34.83,17.48,52.31
11313,2402,4,55.00,216,"Sustitución de volante bimasa",420,16,"Sustitución de volante bimasa",3,"Transmisión / Embrague",Seat,Ibiza,2012,98876,465,7.75,426.25,864.54,1290.79
11314,2403,4,55.00,251,"Alineación y paralelismo",45,51,"Alineación y paralelismo",9,"Neumáticos / ruedas",Renault,Megane,2023,101574,49,0.8167,44.92,0,44.92
11315,2404,4,55.00,225,"Alineación de ruedas / geometría",45,25,"Alineación de ruedas / geometría",4,"Suspensión / Dirección",Seat,Toledo,2018,271170,36,0.6,33,0,33
11316,2405,4,55.00,201,"Cambio de pastillas",45,1,"Cambio de pastillas",1,Frenos,Ford,Puma,2019,100277,32,0.5333,29.33,55.73,85.06
11317,2406,4,55.00,233,"Recarga gas A/C",45,33,"Recarga gas A/C",6,"Aire acondicionado / climatización",Renault,Kadjar,2023,267370,56,0.9333,51.33,40.49,91.82
11318,2407,4,55.00,234,"Sustitución de compresor",240,34,"Sustitución de compresor",6,"Aire acondicionado / climatización",Opel,Crossland,2022,164552,331,5.5167,303.42,388.24,691.66
11319,2408,4,55.00,202,"Cambio de discos",75,2,"Cambio de discos",1,Frenos,Renault,Megane,2023,101574,69,1.15,63.25,200.74,263.99
11320,2409,4,55.00,232,"Reparación de centralitas y módulos",210,32,"Reparación de centralitas y módulos",5,"Sistema eléctrico",Volkswagen,T-Roc,2014,154041,265,4.4167,242.92,449.37,692.29
11321,2409,4,55.00,209,"Cambio de bujías",45,9,"Cambio de bujías",2,Motor,Volkswagen,T-Roc,2014,154041,31,0.5167,28.42,35.96,64.38
11322,2410,4,55.00,248,"Montaje / equilibrado",37,48,"Montaje / equilibrado",9,"Neumáticos / ruedas",Fiat,Tipo,2008,75058,40,0.6667,36.67,7.77,44.44
11323,2410,4,55.00,220,"Reparación de palieres y homocinéticas",120,20,"Reparación de palieres y homocinéticas",3,"Transmisión / Embrague",Fiat,Tipo,2008,75058,102,1.7,93.5,110.58,204.08
11324,2411,4,55.00,243,"Sustitución de puertas, paragolpes, capó",270,43,"Sustitución de puertas, paragolpes, capó",8,"Carrocería / pintura",Seat,Ibiza,2012,98876,304,5.0667,278.67,341.62,620.29
11325,2412,4,55.00,201,"Cambio de pastillas",45,1,"Cambio de pastillas",1,Frenos,Hyundai,i30,2015,100669,52,0.8667,47.67,51.9,99.57
11326,2413,4,55.00,239,"Sustitución de catalizador",120,39,"Sustitución de catalizador",7,Escape,Hyundai,i30,2015,100669,108,1.8,99,374.64,473.64
11327,2414,4,55.00,238,"Cambio de silencioso / tramo de escape",90,38,"Cambio de silencioso / tramo de escape",7,Escape,Ford,Puma,2019,100277,108,1.8,99,109.86,208.86
11328,2415,4,55.00,206,"Comprobación y ajuste de frenos de mano",30,6,"Comprobación y ajuste de frenos de mano",1,Frenos,Kia,Ceed,2024,119286,27,0.45,24.75,24.25,49
11329,2416,4,55.00,263,"Cambio de limpiaparabrisas",15,63,"Cambio de limpiaparabrisas",12,"Mantenimiento general / Otros",Ford,Fiesta,2008,189879,9,0.15,8.25,23.72,31.97
11330,2417,4,55.00,222,"Sustitución de muelles / ballestas",135,22,"Sustitución de muelles / ballestas",4,"Suspensión / Dirección",Kia,Ceed,2024,119286,194,3.2333,177.83,106.94,284.77
11331,2418,4,55.00,234,"Sustitución de compresor",240,34,"Sustitución de compresor",6,"Aire acondicionado / climatización",Opel,Astra,2022,16701,315,5.25,288.75,356.02,644.77
11332,2419,4,55.00,237,"Comprobación de fugas y presión",45,37,"Comprobación de fugas y presión",6,"Aire acondicionado / climatización",Nissan,Micra,2009,134484,34,0.5667,31.17,0,31.17
11333,2419,4,55.00,225,"Alineación de ruedas / geometría",45,25,"Alineación de ruedas / geometría",4,"Suspensión / Dirección",Nissan,Micra,2009,134484,36,0.6,33,0,33
11334,2420,4,55.00,265,"Lavado interior / exterior",45,65,"Lavado interior / exterior",12,"Mantenimiento general / Otros",Nissan,Note,2021,224400,55,0.9167,50.42,0,50.42
11335,2421,4,55.00,257,"Sustitución de bomba de agua",150,57,"Sustitución de bomba de agua",11,"Sistema de refrigeración",Kia,Ceed,2024,271131,177,2.95,162.25,94.86,257.11
11336,2421,4,55.00,260,"Reparación manguitos y abrazaderas",90,60,"Reparación manguitos y abrazaderas",11,"Sistema de refrigeración",Kia,Ceed,2024,271131,113,1.8833,103.58,90.52,194.1
11337,2421,4,55.00,212,"Reparación de culata / juntas",600,12,"Reparación de culata / juntas",2,Motor,Kia,Ceed,2024,271131,723,12.05,662.75,171.95,834.7
11338,2422,4,55.00,265,"Lavado interior / exterior",45,65,"Lavado interior / exterior",12,"Mantenimiento general / Otros",Seat,Toledo,2018,271170,49,0.8167,44.92,0,44.92
11339,2423,4,55.00,229,"Sustitución de luces",30,29,"Sustitución de luces",5,"Sistema eléctrico",Ford,Fiesta,2008,189879,30,0.5,27.5,33.84,61.34
11340,2424,4,55.00,266,Diagnóstico,60,66,Diagnóstico,12,"Mantenimiento general / Otros",Renault,Kadjar,2023,267370,69,1.15,63.25,0,63.25
11341,2425,4,55.00,240,"Sustitución de sondas lambda",45,40,"Sustitución de sondas lambda",7,Escape,Renault,Megane,2023,101574,40,0.6667,36.67,100.18,136.85
11342,2425,4,55.00,205,"Cambio de zapatas / tambores",75,5,"Cambio de zapatas / tambores",1,Frenos,Renault,Megane,2023,101574,76,1.2667,69.67,53.86,123.53
11343,2426,4,55.00,219,"Reparación de diferencial",300,19,"Reparación de diferencial",3,"Transmisión / Embrague",Seat,Ibiza,2012,98876,337,5.6167,308.92,101.44,410.36
11344,2427,4,55.00,239,"Sustitución de catalizador",120,39,"Sustitución de catalizador",7,Escape,Seat,Ateca,2010,139782,111,1.85,101.75,395.24,496.99
11345,2427,4,55.00,237,"Comprobación de fugas y presión",45,37,"Comprobación de fugas y presión",6,"Aire acondicionado / climatización",Seat,Ateca,2010,139782,45,0.75,41.25,0,41.25
11346,2428,4,55.00,259,"Cambio de líquido refrigerante",35,59,"Cambio de líquido refrigerante",11,"Sistema de refrigeración",Opel,Crossland,2022,164552,27,0.45,24.75,25.5,50.25
11347,2429,4,55.00,223,"Cambio de brazos / bieletas",90,23,"Cambio de brazos / bieletas",4,"Suspensión / Dirección",Volkswagen,Golf,2020,65707,65,1.0833,59.58,81.58,141.16
11348,2430,4,55.00,231,"Sustitución de fusibles y relés",22,31,"Sustitución de fusibles y relés",5,"Sistema eléctrico",Volkswagen,Passat,2008,135646,27,0.45,24.75,6.09,30.84
11349,2431,4,55.00,243,"Sustitución de puertas, paragolpes, capó",270,43,"Sustitución de puertas, paragolpes, capó",8,"Carrocería / pintura",Seat,Ibiza,2012,98876,187,3.1167,171.42,416.34,587.76
11350,2432,4,55.00,264,"Comprobación de niveles y líquidos",22,64,"Comprobación de niveles y líquidos",12,"Mantenimiento general / Otros",Seat,Ateca,2010,139782,23,0.3833,21.08,18.69,39.77
11351,2433,4,55.00,234,"Sustitución de compresor",240,34,"Sustitución de compresor",6,"Aire acondicionado / climatización",Peugeot,208,2015,56291,310,5.1667,284.17,339.08,623.25
11352,2433,4,55.00,249,"Reparación de pinchazos",30,49,"Reparación de pinchazos",9,"Neumáticos / ruedas",Peugeot,208,2015,56291,37,0.6167,33.92,11.35,45.27
11353,2433,4,55.00,241,"Reparación de tubos y soportes",90,41,"Reparación de tubos y soportes",7,Escape,Peugeot,208,2015,56291,116,1.9333,106.33,54.04,160.37
11354,2434,4,55.00,208,"Sustitución de correas (distribución, accesorios)",240,8,"Sustitución de correas (distribución, accesorios)",2,Motor,Ford,Puma,2019,100277,166,2.7667,152.17,284.77,436.94
11355,2434,4,55.00,216,"Sustitución de volante bimasa",420,16,"Sustitución de volante bimasa",3,"Transmisión / Embrague",Ford,Puma,2019,100277,333,5.55,305.25,711.39,1016.64
11356,2434,4,55.00,218,"Cambio de aceite de caja automática",90,18,"Cambio de aceite de caja automática",3,"Transmisión / Embrague",Ford,Puma,2019,100277,125,2.0833,114.58,113.71,228.29
11357,2435,4,55.00,224,"Sustitución de rótulas",90,24,"Sustitución de rótulas",4,"Suspensión / Dirección",Fiat,Tipo,2008,75058,101,1.6833,92.58,52.28,144.86
11358,2435,4,55.00,206,"Comprobación y ajuste de frenos de mano",30,6,"Comprobación y ajuste de frenos de mano",1,Frenos,Fiat,Tipo,2008,75058,36,0.6,33,21.47,54.47
11359,2435,4,55.00,241,"Reparación de tubos y soportes",90,41,"Reparación de tubos y soportes",7,Escape,Fiat,Tipo,2008,75058,115,1.9167,105.42,56.92,162.34
11360,2436,4,55.00,231,"Sustitución de fusibles y relés",22,31,"Sustitución de fusibles y relés",5,"Sistema eléctrico",Ford,Fiesta,2008,189879,29,0.4833,26.58,5.86,32.44
11361,2436,4,55.00,220,"Reparación de palieres y homocinéticas",120,20,"Reparación de palieres y homocinéticas",3,"Transmisión / Embrague",Ford,Fiesta,2008,189879,109,1.8167,99.92,119.17,219.09
11362,2436,4,55.00,264,"Comprobación de niveles y líquidos",22,64,"Comprobación de niveles y líquidos",12,"Mantenimiento general / Otros",Ford,Fiesta,2008,189879,19,0.3167,17.42,17.83,35.25
11363,2437,4,55.00,244,"Pintura parcial / completa",480,44,"Pintura parcial / completa",8,"Carrocería / pintura",Volkswagen,T-Roc,2014,154041,574,9.5667,526.17,162.25,688.42
11364,2438,4,55.00,228,"Reparación alternador / motor de arranque",135,28,"Reparación alternador / motor de arranque",5,"Sistema eléctrico",Peugeot,3008,2009,135087,167,2.7833,153.08,271.8,424.88
11365,2438,4,55.00,220,"Reparación de palieres y homocinéticas",120,20,"Reparación de palieres y homocinéticas",3,"Transmisión / Embrague",Peugeot,3008,2009,135087,127,2.1167,116.42,134.79,251.21
11366,2439,4,55.00,255,"Reparación depósito y conductos",180,55,"Reparación depósito y conductos",10,"Sistema de combustible",Kia,Ceed,2024,271131,234,3.9,214.5,95.94,310.44
11367,2440,4,55.00,220,"Reparación de palieres y homocinéticas",120,20,"Reparación de palieres y homocinéticas",3,"Transmisión / Embrague",Renault,Kadjar,2023,267370,122,2.0333,111.83,131.1,242.93
11368,2441,4,55.00,246,"Sustitución de lunas",90,46,"Sustitución de lunas",8,"Carrocería / pintura",Renault,Megane,2017,129137,61,1.0167,55.92,208.4,264.32
11369,2441,4,55.00,260,"Reparación manguitos y abrazaderas",90,60,"Reparación manguitos y abrazaderas",11,"Sistema de refrigeración",Renault,Megane,2017,129137,81,1.35,74.25,86.02,160.27
11370,2441,4,55.00,205,"Cambio de zapatas / tambores",75,5,"Cambio de zapatas / tambores",1,Frenos,Renault,Megane,2017,129137,79,1.3167,72.42,64.51,136.93
11371,2442,4,55.00,243,"Sustitución de puertas, paragolpes, capó",270,43,"Sustitución de puertas, paragolpes, capó",8,"Carrocería / pintura",Hyundai,i20,2021,180868,286,4.7667,262.17,446.16,708.33
11372,2442,4,55.00,233,"Recarga gas A/C",45,33,"Recarga gas A/C",6,"Aire acondicionado / climatización",Hyundai,i20,2021,180868,54,0.9,49.5,48.08,97.58
11373,2443,4,55.00,249,"Reparación de pinchazos",30,49,"Reparación de pinchazos",9,"Neumáticos / ruedas",Ford,Focus,2022,173606,43,0.7167,39.42,8.84,48.26
11374,2444,4,55.00,218,"Cambio de aceite de caja automática",90,18,"Cambio de aceite de caja automática",3,"Transmisión / Embrague",Volkswagen,Golf,2020,65707,76,1.2667,69.67,105.27,174.94
11375,2444,4,55.00,253,"Limpieza o cambio de inyectores",90,53,"Limpieza o cambio de inyectores",10,"Sistema de combustible",Volkswagen,Golf,2020,65707,74,1.2333,67.83,160.75,228.58
11376,2445,4,55.00,215,"Cambio de embrague",300,15,"Cambio de embrague",3,"Transmisión / Embrague",Audi,A3,2020,84357,240,4,220,398.9,618.9
11377,2445,4,55.00,216,"Sustitución de volante bimasa",420,16,"Sustitución de volante bimasa",3,"Transmisión / Embrague",Audi,A3,2020,84357,360,6,330,689.62,1019.62
